model,model_slug,model_group,ms,question_id,category,prompt_bytes,response_bytes,actual_new_zip_tokens,actual_new_zip_tokens_raw,theory_new_zip_tokens,base_new_tokens,valid_output,actual_bytes_per_zip_token,theory_bytes_per_zip_token,compression_efficiency,base_token_saving,gpt2_nll_sum,gpt2_mean_nll,gpt2_bits_per_byte,gpt2_scored_tokens,gpt2_scored_bytes,empty_or_too_short,repeat_4gram_rate,max_4gram_count,degenerate_repetition
/mnt/dlabscratch1/xinma/zip2zip-outputs/andrea-z2z-phi35-4B-zeroinit-1BData-v0.6.4-Zip2zipCore/step_8000,andrea-z2z-phi35-4B-zeroinit-1BData-v0.6.4-Zip2zipCore_step_8000,core,unknown,104,reasoning,89,1863,512,512,489,585,1,3.638671875,3.8098159509202456,0.955078125,0.12478632478632479,,,,0,0,0,0.04776119402985075,3,0
/mnt/dlabscratch1/xinma/zip2zip-outputs/andrea-z2z-phi35-4B-zeroinit-1BData-v0.6.4-Zip2zipCore/step_8000,andrea-z2z-phi35-4B-zeroinit-1BData-v0.6.4-Zip2zipCore_step_8000,core,unknown,105,reasoning,862,1191,254,254,231,362,1,4.688976377952756,5.1558441558441555,0.9094488188976378,0.2983425414364641,,,,0,0,0,0.004629629629629629,2,0
/mnt/dlabscratch1/xinma/zip2zip-outputs/andrea-z2z-phi35-4B-zeroinit-1BData-v0.6.4-Zip2zipCore/step_8000,andrea-z2z-phi35-4B-zeroinit-1BData-v0.6.4-Zip2zipCore_step_8000,core,unknown,111,math,103,1761,512,512,489,661,1,3.439453125,3.6012269938650308,0.955078125,0.22541603630862328,,,,0,0,0,0.034129692832764506,3,0
/mnt/dlabscratch1/xinma/zip2zip-outputs/andrea-z2z-phi35-4B-zeroinit-1BData-v0.6.4-Zip2zipCore/step_8000,andrea-z2z-phi35-4B-zeroinit-1BData-v0.6.4-Zip2zipCore_step_8000,core,unknown,112,math,241,1733,512,512,490,632,1,3.384765625,3.536734693877551,0.95703125,0.189873417721519,,,,0,0,0,0.05070422535211268,3,0
/mnt/dlabscratch1/xinma/zip2zip-outputs/andrea-z2z-phi35-4B-zeroinit-1BData-v0.6.4-Zip2zipCore/step_8000,andrea-z2z-phi35-4B-zeroinit-1BData-v0.6.4-Zip2zipCore_step_8000,core,unknown,113,math,296,1851,512,512,494,596,1,3.615234375,3.7469635627530367,0.9648437499999999,0.14093959731543626,,,,0,0,0,0.026239067055393587,3,0
/mnt/dlabscratch1/xinma/zip2zip-outputs/andrea-z2z-phi35-4B-zeroinit-1BData-v0.6.4-Zip2zipCore/step_8000,andrea-z2z-phi35-4B-zeroinit-1BData-v0.6.4-Zip2zipCore_step_8000,core,unknown,114,math,95,2056,512,512,488,606,1,4.015625,4.213114754098361,0.953125,0.1551155115511551,,,,0,0,0,0.0743801652892562,4,0
/mnt/dlabscratch1/xinma/zip2zip-outputs/andrea-z2z-phi35-4B-zeroinit-1BData-v0.6.4-Zip2zipCore/step_8000,andrea-z2z-phi35-4B-zeroinit-1BData-v0.6.4-Zip2zipCore_step_8000,core,unknown,115,math,294,1283,298,298,284,423,1,4.305369127516778,4.517605633802817,0.9530201342281879,0.29550827423167847,,,,0,0,0,0.10431654676258993,4,0
/mnt/dlabscratch1/xinma/zip2zip-outputs/andrea-z2z-phi35-4B-zeroinit-1BData-v0.6.4-Zip2zipCore/step_8000,andrea-z2z-phi35-4B-zeroinit-1BData-v0.6.4-Zip2zipCore_step_8000,core,unknown,121,coding,133,1163,283,283,272,321,1,4.109540636042403,4.275735294117647,0.96113074204947,0.11838006230529596,,,,0,0,0,0.01282051282051282,2,0
/mnt/dlabscratch1/xinma/zip2zip-outputs/andrea-z2z-phi35-4B-zeroinit-1BData-v0.6.4-Zip2zipCore/step_8000,andrea-z2z-phi35-4B-zeroinit-1BData-v0.6.4-Zip2zipCore_step_8000,core,unknown,122,coding,69,534,158,158,151,201,1,3.3797468354430378,3.5364238410596025,0.9556962025316456,0.2139303482587065,,,,0,0,0,0.010752688172043012,2,0
/mnt/dlabscratch1/xinma/zip2zip-outputs/andrea-z2z-phi35-4B-zeroinit-1BData-v0.6.4-Zip2zipCore/step_8000,andrea-z2z-phi35-4B-zeroinit-1BData-v0.6.4-Zip2zipCore_step_8000,core,unknown,123,coding,109,1786,512,512,483,725,1,3.48828125,3.6977225672877845,0.943359375,0.2937931034482759,,,,0,0,0,0.0,1,0
/mnt/dlabscratch1/xinma/zip2zip-outputs/andrea-z2z-phi35-4B-zeroinit-1BData-v0.6.4-Zip2zipCore/step_8000,andrea-z2z-phi35-4B-zeroinit-1BData-v0.6.4-Zip2zipCore_step_8000,core,unknown,124,coding,541,1071,243,243,233,357,1,4.407407407407407,4.5965665236051505,0.9588477366255144,0.31932773109243695,,,,0,0,0,0.0,1,0
/mnt/dlabscratch1/xinma/zip2zip-outputs/andrea-z2z-phi35-4B-zeroinit-1BData-v0.6.4-Zip2zipCore/step_8000,andrea-z2z-phi35-4B-zeroinit-1BData-v0.6.4-Zip2zipCore_step_8000,core,unknown,125,coding,93,2485,512,512,466,703,1,4.853515625,5.332618025751073,0.9101562499999999,0.27169274537695587,,,,0,0,0,0.043859649122807015,2,0
/mnt/dlabscratch1/xinma/zip2zip-outputs/andrea-z2z-phi35-4B-zeroinit-1BData-v0.6.4-Zip2zipCore/step_8000,andrea-z2z-phi35-4B-zeroinit-1BData-v0.6.4-Zip2zipCore_step_8000,core,unknown,131,extraction,684,17,12,12,11,13,0,,,,,,,,0,0,1,,,
/mnt/dlabscratch1/xinma/zip2zip-outputs/andrea-z2z-phi35-4B-zeroinit-1BData-v0.6.4-Zip2zipCore/step_8000,andrea-z2z-phi35-4B-zeroinit-1BData-v0.6.4-Zip2zipCore_step_8000,core,unknown,132,extraction,1028,410,81,81,75,100,1,5.061728395061729,5.466666666666667,0.9259259259259259,0.18999999999999995,,,,0,0,0,0.0,1,0
/mnt/dlabscratch1/xinma/zip2zip-outputs/andrea-z2z-phi35-4B-zeroinit-1BData-v0.6.4-Zip2zipCore/step_8000,andrea-z2z-phi35-4B-zeroinit-1BData-v0.6.4-Zip2zipCore_step_8000,core,unknown,133,extraction,1556,266,68,68,66,105,1,3.911764705882353,4.03030303030303,0.9705882352941176,0.35238095238095235,,,,0,0,0,0.0,1,0
/mnt/dlabscratch1/xinma/zip2zip-outputs/andrea-z2z-phi35-4B-zeroinit-1BData-v0.6.4-Zip2zipCore/step_8000,andrea-z2z-phi35-4B-zeroinit-1BData-v0.6.4-Zip2zipCore_step_8000,core,unknown,134,extraction,742,120,30,30,28,35,1,4.0,4.285714285714286,0.9333333333333333,0.1428571428571429,,,,0,0,0,0.0,1,0
/mnt/dlabscratch1/xinma/zip2zip-outputs/andrea-z2z-phi35-4B-zeroinit-1BData-v0.6.4-Zip2zipCore/step_8000,andrea-z2z-phi35-4B-zeroinit-1BData-v0.6.4-Zip2zipCore_step_8000,core,unknown,135,extraction,758,280,77,77,73,115,1,3.6363636363636362,3.835616438356164,0.948051948051948,0.33043478260869563,,,,0,0,0,0.0,1,0
/mnt/dlabscratch1/xinma/zip2zip-outputs/andrea-z2z-phi35-4B-zeroinit-1BData-v0.6.4-Zip2zipCore/step_8000,andrea-z2z-phi35-4B-zeroinit-1BData-v0.6.4-Zip2zipCore_step_8000,core,unknown,141,stem,121,1324,232,232,214,277,1,5.706896551724138,6.186915887850467,0.9224137931034483,0.16245487364620936,,,,0,0,0,0.049019607843137254,2,0
/mnt/dlabscratch1/xinma/zip2zip-outputs/andrea-z2z-phi35-4B-zeroinit-1BData-v0.6.4-Zip2zipCore/step_8000,andrea-z2z-phi35-4B-zeroinit-1BData-v0.6.4-Zip2zipCore_step_8000,core,unknown,142,stem,237,2950,512,512,481,659,1,5.76171875,6.133056133056133,0.939453125,0.22306525037936265,,,,0,0,0,0.03296703296703297,3,0
/mnt/dlabscratch1/xinma/zip2zip-outputs/andrea-z2z-phi35-4B-zeroinit-1BData-v0.6.4-Zip2zipCore/step_8000,andrea-z2z-phi35-4B-zeroinit-1BData-v0.6.4-Zip2zipCore_step_8000,core,unknown,143,stem,216,1797,335,335,311,443,1,5.364179104477612,5.778135048231511,0.928358208955224,0.24379232505643345,,,,0,0,0,0.08812260536398467,4,0
/mnt/dlabscratch1/xinma/zip2zip-outputs/andrea-z2z-phi35-4B-zeroinit-1BData-v0.6.4-Zip2zipCore/step_8000,andrea-z2z-phi35-4B-zeroinit-1BData-v0.6.4-Zip2zipCore_step_8000,core,unknown,144,stem,92,1660,374,374,362,426,1,4.438502673796791,4.585635359116022,0.9679144385026738,0.1220657276995305,,,,0,0,0,0.013392857142857142,2,0
/mnt/dlabscratch1/xinma/zip2zip-outputs/andrea-z2z-phi35-4B-zeroinit-1BData-v0.6.4-Zip2zipCore/step_8000,andrea-z2z-phi35-4B-zeroinit-1BData-v0.6.4-Zip2zipCore_step_8000,core,unknown,145,stem,317,629,146,146,140,175,1,4.308219178082192,4.492857142857143,0.9589041095890412,0.1657142857142857,,,,0,0,0,0.0,1,0
/mnt/dlabscratch1/xinma/zip2zip-outputs/andrea-z2z-phi35-4B-zeroinit-1BData-v0.6.4-Zip2zipCore/step_8000,andrea-z2z-phi35-4B-zeroinit-1BData-v0.6.4-Zip2zipCore_step_8000,core,unknown,151,humanities,179,2977,512,512,475,632,1,5.814453125,6.267368421052631,0.927734375,0.189873417721519,,,,0,0,0,0.03153153153153153,3,0
/mnt/dlabscratch1/xinma/zip2zip-outputs/andrea-z2z-phi35-4B-zeroinit-1BData-v0.6.4-Zip2zipCore/step_8000,andrea-z2z-phi35-4B-zeroinit-1BData-v0.6.4-Zip2zipCore_step_8000,core,unknown,152,humanities,72,1815,346,346,333,390,1,5.245664739884393,5.45045045045045,0.96242774566474,0.11282051282051286,,,,0,0,0,0.032467532467532464,3,0
/mnt/dlabscratch1/xinma/zip2zip-outputs/andrea-z2z-phi35-4B-zeroinit-1BData-v0.6.4-Zip2zipCore/step_8000,andrea-z2z-phi35-4B-zeroinit-1BData-v0.6.4-Zip2zipCore_step_8000,core,unknown,153,humanities,135,2819,512,512,477,611,1,5.505859375,5.909853249475891,0.931640625,0.1620294599018003,,,,0,0,0,0.01485148514851485,3,0
/mnt/dlabscratch1/xinma/zip2zip-outputs/andrea-z2z-phi35-4B-zeroinit-1BData-v0.6.4-Zip2zipCore/step_8000,andrea-z2z-phi35-4B-zeroinit-1BData-v0.6.4-Zip2zipCore_step_8000,core,unknown,154,humanities,219,2344,512,512,486,586,1,4.578125,4.823045267489712,0.94921875,0.12627986348122866,,,,0,0,0,0.011363636363636364,2,0
/mnt/dlabscratch1/xinma/zip2zip-outputs/andrea-z2z-phi35-4B-zeroinit-1BData-v0.6.4-Zip2zipCore/step_8000,andrea-z2z-phi35-4B-zeroinit-1BData-v0.6.4-Zip2zipCore_step_8000,core,unknown,155,humanities,131,2047,359,359,344,467,1,5.701949860724234,5.950581395348837,0.9582172701949861,0.2312633832976445,,,,0,0,0,0.18421052631578946,6,0
/mnt/dlabscratch1/xinma/zip2zip-outputs/andrea-z2z-phi35-4B-zeroinit-1BData-v0.6.4-Zip2zipCore/step_8000,andrea-z2z-phi35-4B-zeroinit-1BData-v0.6.4-Zip2zipCore_step_8000,core,unknown,161,translation,111,70,14,14,14,17,1,5.0,5.0,1.0,0.17647058823529416,,,,0,0,0,0.0,1,0
/mnt/dlabscratch1/xinma/zip2zip-outputs/andrea-z2z-phi35-4B-zeroinit-1BData-v0.6.4-Zip2zipCore/step_8000,andrea-z2z-phi35-4B-zeroinit-1BData-v0.6.4-Zip2zipCore_step_8000,core,unknown,162,translation,178,154,34,34,34,36,1,4.529411764705882,4.529411764705882,1.0,0.05555555555555558,,,,0,0,0,0.0,1,0
/mnt/dlabscratch1/xinma/zip2zip-outputs/andrea-z2z-phi35-4B-zeroinit-1BData-v0.6.4-Zip2zipCore/step_8000,andrea-z2z-phi35-4B-zeroinit-1BData-v0.6.4-Zip2zipCore_step_8000,core,unknown,163,translation,190,145,36,36,32,37,1,4.027777777777778,4.53125,0.8888888888888888,0.027027027027026973,,,,0,0,0,0.0,1,0
/mnt/dlabscratch1/xinma/zip2zip-outputs/andrea-z2z-phi35-4B-zeroinit-1BData-v0.6.4-Zip2zipCore/step_8000,andrea-z2z-phi35-4B-zeroinit-1BData-v0.6.4-Zip2zipCore_step_8000,core,unknown,164,translation,81,77,17,17,17,17,1,4.529411764705882,4.529411764705882,1.0,0.0,,,,0,0,0,0.0,1,0
/mnt/dlabscratch1/xinma/zip2zip-outputs/andrea-z2z-phi35-4B-zeroinit-1BData-v0.6.4-Zip2zipCore/step_8000,andrea-z2z-phi35-4B-zeroinit-1BData-v0.6.4-Zip2zipCore_step_8000,core,unknown,165,translation,87,48,13,13,13,13,1,3.6923076923076925,3.6923076923076925,1.0,0.0,,,,0,0,0,0.0,1,0
/mnt/dlabscratch1/xinma/zip2zip-outputs/andrea-z2z-phi35-4B-zeroinit-1BData-v0.6.4-Zip2zipCore/step_8000,andrea-z2z-phi35-4B-zeroinit-1BData-v0.6.4-Zip2zipCore_step_8000,core,unknown,241,summarization,3279,729,140,140,127,176,1,5.207142857142857,5.74015748031496,0.9071428571428573,0.20454545454545459,,,,0,0,0,0.0,1,0
/mnt/dlabscratch1/xinma/zip2zip-outputs/andrea-z2z-phi35-4B-zeroinit-1BData-v0.6.4-Zip2zipCore/step_8000,andrea-z2z-phi35-4B-zeroinit-1BData-v0.6.4-Zip2zipCore_step_8000,core,unknown,242,summarization,2910,432,79,79,77,102,1,5.468354430379747,5.6103896103896105,0.9746835443037974,0.22549019607843135,,,,0,0,0,0.0,1,0
/mnt/dlabscratch1/xinma/zip2zip-outputs/andrea-z2z-phi35-4B-zeroinit-1BData-v0.6.4-Zip2zipCore/step_8000,andrea-z2z-phi35-4B-zeroinit-1BData-v0.6.4-Zip2zipCore_step_8000,core,unknown,243,summarization,2955,889,110,110,93,172,1,8.081818181818182,9.559139784946236,0.8454545454545456,0.36046511627906974,,,,0,0,0,0.0,1,0
/mnt/dlabscratch1/xinma/zip2zip-outputs/andrea-z2z-phi35-4B-zeroinit-1BData-v0.6.4-Zip2zipCore/step_8000,andrea-z2z-phi35-4B-zeroinit-1BData-v0.6.4-Zip2zipCore_step_8000,core,unknown,244,summarization,3914,719,113,113,107,181,1,6.3628318584070795,6.719626168224299,0.9469026548672566,0.37569060773480667,,,,0,0,0,0.016129032258064516,2,0
/mnt/dlabscratch1/xinma/zip2zip-outputs/andrea-z2z-phi35-4B-zeroinit-1BData-v0.6.4-Zip2zipCore/step_8000,andrea-z2z-phi35-4B-zeroinit-1BData-v0.6.4-Zip2zipCore_step_8000,core,unknown,245,summarization,1787,489,93,93,86,123,1,5.258064516129032,5.686046511627907,0.9247311827956989,0.24390243902439024,,,,0,0,0,0.0,1,0
/mnt/dlabscratch1/xinma/zip2zip-outputs/andrea-z2z-phi35-4B-zeroinit-1BData-v0.6.4-Zip2zipCore/step_8000,andrea-z2z-phi35-4B-zeroinit-1BData-v0.6.4-Zip2zipCore_step_8000,core,unknown,321,qa,36,44,12,12,12,14,1,3.6666666666666665,3.6666666666666665,1.0,0.1428571428571429,,,,0,0,0,0.0,1,0
/mnt/dlabscratch1/xinma/zip2zip-outputs/andrea-z2z-phi35-4B-zeroinit-1BData-v0.6.4-Zip2zipCore/step_8000,andrea-z2z-phi35-4B-zeroinit-1BData-v0.6.4-Zip2zipCore_step_8000,core,unknown,322,qa,46,269,64,64,63,68,1,4.203125,4.26984126984127,0.984375,0.05882352941176472,,,,0,0,0,0.0,1,0
/mnt/dlabscratch1/xinma/zip2zip-outputs/andrea-z2z-phi35-4B-zeroinit-1BData-v0.6.4-Zip2zipCore/step_8000,andrea-z2z-phi35-4B-zeroinit-1BData-v0.6.4-Zip2zipCore_step_8000,core,unknown,323,qa,45,56,14,14,14,19,1,4.0,4.0,1.0,0.26315789473684215,,,,0,0,0,0.0,1,0
/mnt/dlabscratch1/xinma/zip2zip-outputs/andrea-z2z-phi35-4B-zeroinit-1BData-v0.6.4-Zip2zipCore/step_8000,andrea-z2z-phi35-4B-zeroinit-1BData-v0.6.4-Zip2zipCore_step_8000,core,unknown,324,qa,38,240,59,59,58,63,1,4.067796610169491,4.137931034482759,0.983050847457627,0.06349206349206349,,,,0,0,0,0.0,1,0
/mnt/dlabscratch1/xinma/zip2zip-outputs/andrea-z2z-phi35-4B-zeroinit-1BData-v0.6.4-Zip2zipCore/step_8000,andrea-z2z-phi35-4B-zeroinit-1BData-v0.6.4-Zip2zipCore_step_8000,core,unknown,325,qa,39,48,17,17,17,17,1,2.823529411764706,2.823529411764706,1.0,0.0,,,,0,0,0,0.0,1,0
/mnt/dlabscratch1/xinma/zip2zip-outputs/andrea-z2z-phi35-4B-zeroinit-1BData-v0.6.4-Zip2zipCore/step_8000,andrea-z2z-phi35-4B-zeroinit-1BData-v0.6.4-Zip2zipCore_step_8000,core,unknown,401,math_reasoning,200,1629,512,512,500,622,1,3.181640625,3.258,0.9765625,0.17684887459807075,,,,0,0,0,0.06498194945848375,4,0
/mnt/dlabscratch1/xinma/zip2zip-outputs/andrea-z2z-phi35-4B-zeroinit-1BData-v0.6.4-Zip2zipCore/step_8000,andrea-z2z-phi35-4B-zeroinit-1BData-v0.6.4-Zip2zipCore_step_8000,core,unknown,402,math_reasoning,216,423,105,105,101,134,1,4.0285714285714285,4.188118811881188,0.9619047619047618,0.21641791044776115,,,,0,0,0,0.038461538461538464,3,0
/mnt/dlabscratch1/xinma/zip2zip-outputs/andrea-z2z-phi35-4B-zeroinit-1BData-v0.6.4-Zip2zipCore/step_8000,andrea-z2z-phi35-4B-zeroinit-1BData-v0.6.4-Zip2zipCore_step_8000,core,unknown,403,math_reasoning,146,553,152,152,143,180,1,3.638157894736842,3.867132867132867,0.9407894736842105,0.15555555555555556,,,,0,0,0,0.008928571428571428,2,0
/mnt/dlabscratch1/xinma/zip2zip-outputs/andrea-z2z-phi35-4B-zeroinit-1BData-v0.6.4-Zip2zipCore/step_8000,andrea-z2z-phi35-4B-zeroinit-1BData-v0.6.4-Zip2zipCore_step_8000,core,unknown,404,math_reasoning,359,789,236,236,226,288,1,3.343220338983051,3.4911504424778763,0.9576271186440678,0.18055555555555558,,,,0,0,0,0.0,1,0
/mnt/dlabscratch1/xinma/zip2zip-outputs/andrea-z2z-phi35-4B-zeroinit-1BData-v0.6.4-Zip2zipCore/step_8000,andrea-z2z-phi35-4B-zeroinit-1BData-v0.6.4-Zip2zipCore_step_8000,core,unknown,405,math_reasoning,332,771,241,241,228,304,1,3.199170124481328,3.3815789473684212,0.946058091286307,0.20723684210526316,,,,0,0,0,0.019867549668874173,2,0
/mnt/dlabscratch1/xinma/zip2zip-outputs/andrea-z2z-phi35-4B-zeroinit-1BData-v0.6.4-Zip2zipCore/step_8000,andrea-z2z-phi35-4B-zeroinit-1BData-v0.6.4-Zip2zipCore_step_8000,core,unknown,481,rag,3381,1306,262,262,237,305,1,4.984732824427481,5.510548523206751,0.9045801526717558,0.14098360655737707,,,,0,0,0,0.0,1,0
/mnt/dlabscratch1/xinma/zip2zip-outputs/andrea-z2z-phi35-4B-zeroinit-1BData-v0.6.4-Zip2zipCore/step_8000,andrea-z2z-phi35-4B-zeroinit-1BData-v0.6.4-Zip2zipCore_step_8000,core,unknown,482,rag,2661,88,17,17,17,22,1,5.176470588235294,5.176470588235294,1.0,0.2272727272727273,,,,0,0,0,0.0,1,0
/mnt/dlabscratch1/xinma/zip2zip-outputs/andrea-z2z-phi35-4B-zeroinit-1BData-v0.6.4-Zip2zipCore/step_8000,andrea-z2z-phi35-4B-zeroinit-1BData-v0.6.4-Zip2zipCore_step_8000,core,unknown,483,rag,3396,939,149,149,140,210,1,6.302013422818792,6.707142857142857,0.9395973154362416,0.29047619047619044,,,,0,0,0,0.0,1,0
/mnt/dlabscratch1/xinma/zip2zip-outputs/andrea-z2z-phi35-4B-zeroinit-1BData-v0.6.4-Zip2zipCore/step_8000,andrea-z2z-phi35-4B-zeroinit-1BData-v0.6.4-Zip2zipCore_step_8000,core,unknown,484,rag,3199,837,173,173,161,200,1,4.838150289017341,5.198757763975156,0.930635838150289,0.135,,,,0,0,0,0.0,1,0
/mnt/dlabscratch1/xinma/zip2zip-outputs/andrea-z2z-phi35-4B-zeroinit-1BData-v0.6.4-Zip2zipCore/step_8000,andrea-z2z-phi35-4B-zeroinit-1BData-v0.6.4-Zip2zipCore_step_8000,core,unknown,485,rag,3046,65,17,17,17,22,1,3.823529411764706,3.823529411764706,1.0,0.2272727272727273,,,,0,0,0,0.0,1,0
